ie_folder,mms_id,title,language,date,total_ocr_pages,origin,destination,full_route,med_segment,num_stops,num_med_stops,sea_pages,voyage_pages,med_keyword_pages,route_detail
IE53603445,9918681730101488,"Reize door Duitschland en Zwitserland, sedert 1781",nan,1790,152,Netherlands,Italy,Netherlands → India → France → England → Austria → Italy,France → Italy,6,2,67,6,0,"[{""page"": 3, ""place"": ""Netherlands"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""3-122"", ""matched_term"": ""hollande""}, {""page"": 78, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 69, ""page_range"": ""5-151"", ""matched_term"": ""inde""}, {""page"": 84, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""84-146"", ""matched_term"": ""france""}, {""page"": 85, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""29-92"", ""matched_term"": ""angleterre""}, {""page"": 103, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 10, ""page_range"": ""14-149"", ""matched_term"": ""autriche""}, {""page"": 104, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 10, ""page_range"": ""11-123"", ""matched_term"": ""italie""}]"
IE53604062,9918681730101488,"Reize door Duitschland en Zwitserland, sedert 1781",nan,1790,206,Netherlands,China,Netherlands → India → Spain → Egypt → Italy → France → Austria → Palestine → Persia → China,Spain → Egypt → Italy → France → Palestine,10,5,96,8,0,"[{""page"": 3, ""place"": ""Netherlands"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""3-129"", ""matched_term"": ""hollande""}, {""page"": 15, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 86, ""page_range"": ""8-206"", ""matched_term"": ""inde""}, {""page"": 18, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""18-85"", ""matched_term"": ""espagne""}, {""page"": 18, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""18-189"", ""matched_term"": ""egypte""}, {""page"": 73, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 36, ""page_range"": ""15-190"", ""matched_term"": ""italie""}, {""page"": 86, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 5, ""page_range"": ""86-110"", ""matched_term"": ""france""}, {""page"": 87, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 18, ""page_range"": ""26-203"", ""matched_term"": ""autriche""}, {""page"": 134, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""134-135"", ""matched_term"": ""palestine""}, {""page"": 137, ""place"": ""Persia"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""137-138"", ""matched_term"": ""perse""}, {""page"": 187, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""43-191"", ""matched_term"": ""chine""}]"
IE53604895,9918681730101488,"Reize door Duitschland en Zwitserland, sedert 1781",nan,1790,176,Netherlands,Italy,Netherlands → India → China → Austria → Italy,Italy,5,1,75,12,0,"[{""page"": 3, ""place"": ""Netherlands"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""3-147"", ""matched_term"": ""hollande""}, {""page"": 6, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 98, ""page_range"": ""6-176"", ""matched_term"": ""inde""}, {""page"": 65, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""65-66"", ""matched_term"": ""chine""}, {""page"": 126, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 8, ""page_range"": ""77-169"", ""matched_term"": ""autriche""}, {""page"": 132, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 15, ""page_range"": ""16-163"", ""matched_term"": ""italie""}]"
IE53605608,9918681730101488,"Reize door Duitschland en Zwitserland, sedert 1781",nan,1790,172,Austria,China,Austria → Italy → France → Egypt → India → England → China,Italy → France → Egypt,7,3,64,15,0,"[{""page"": 9, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 14, ""page_range"": ""9-170"", ""matched_term"": ""autriche""}, {""page"": 65, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 13, ""page_range"": ""7-168"", ""matched_term"": ""italie""}, {""page"": 69, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""69-96"", ""matched_term"": ""france""}, {""page"": 75, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""75-83"", ""matched_term"": ""egypte""}, {""page"": 87, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 85, ""page_range"": ""9-171"", ""matched_term"": ""inde""}, {""page"": 92, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 4, ""page_range"": ""23-105"", ""matched_term"": ""angleterre""}, {""page"": 92, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 12, ""page_range"": ""24-125"", ""matched_term"": ""chine""}]"
IE53605653,9918681730101488,"Reize door Duitschland en Zwitserland, sedert 1781",nan,1790,250,Netherlands,England,Netherlands → Austria → France → India → Spain → Italy → China → England,France → Spain → Italy,8,3,125,8,0,"[{""page"": 3, ""place"": ""Netherlands"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""3-196"", ""matched_term"": ""hollande""}, {""page"": 55, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 15, ""page_range"": ""13-246"", ""matched_term"": ""autriche""}, {""page"": 71, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 7, ""page_range"": ""71-166"", ""matched_term"": ""france""}, {""page"": 106, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 145, ""page_range"": ""5-248"", ""matched_term"": ""inde""}, {""page"": 149, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""149-221"", ""matched_term"": ""espagne""}, {""page"": 171, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 35, ""page_range"": ""11-241"", ""matched_term"": ""italie""}, {""page"": 179, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""179-180"", ""matched_term"": ""chine""}, {""page"": 193, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""145-195"", ""matched_term"": ""angleterre""}]"
IE53607314,9918681730101488,"Reize door Duitschland en Zwitserland, sedert 1781",nan,1790,200,Netherlands,France,Netherlands → India → England → Austria → Palestine → Spain → Italy → China → France,Palestine → Spain → Italy → France,9,4,110,9,0,"[{""page"": 3, ""place"": ""Netherlands"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""3-72"", ""matched_term"": ""hollande""}, {""page"": 43, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 96, ""page_range"": ""8-199"", ""matched_term"": ""inde""}, {""page"": 52, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""52-121"", ""matched_term"": ""angleterre""}, {""page"": 72, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 18, ""page_range"": ""28-159"", ""matched_term"": ""autriche""}, {""page"": 104, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""104-130"", ""matched_term"": ""palestine""}, {""page"": 114, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""114-124"", ""matched_term"": ""espagne""}, {""page"": 123, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 23, ""page_range"": ""9-197"", ""matched_term"": ""italie""}, {""page"": 123, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""14-124"", ""matched_term"": ""chine""}, {""page"": 157, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""157-190"", ""matched_term"": ""france""}]"
IE53742673,9918681730101488,"Reize door Duitschland en Zwitserland, sedert 1781",nan,1790,188,Netherlands,China,Netherlands → India → France → Spain → Austria → Italy → China,France → Spain → Italy,7,3,106,15,0,"[{""page"": 3, ""place"": ""Netherlands"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""3-130"", ""matched_term"": ""hollande""}, {""page"": 20, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 75, ""page_range"": ""15-187"", ""matched_term"": ""inde""}, {""page"": 25, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""25-94"", ""matched_term"": ""france""}, {""page"": 116, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""116-150"", ""matched_term"": ""espagne""}, {""page"": 136, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 9, ""page_range"": ""70-148"", ""matched_term"": ""autriche""}, {""page"": 143, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 28, ""page_range"": ""5-187"", ""matched_term"": ""italie""}, {""page"": 170, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""44-173"", ""matched_term"": ""chine""}]"
IE53648145,9918832330101488,"Journal d'un voyage à Temboctou et à Jenné, dans l'Afrique centrale, précédé d'observations faites chez les Maures Braknas, les Naouls et d'autres peuples ; pendant les années 1824, 1825, 1826, 1827, 1828",nan,1830,340,England,Austria,England → France → Lebanon → Palestine → India → Egypt → Syria → Greece → Italy → China → Austria,France → Lebanon → Palestine → Egypt → Syria → Greece → Italy,11,7,37,201,1,"[{""page"": 9, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""9-30"", ""matched_term"": ""angleterre""}, {""page"": 11, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 30, ""page_range"": ""11-334"", ""matched_term"": ""france""}, {""page"": 22, ""place"": ""Lebanon"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""22-153"", ""matched_term"": ""liban""}, {""page"": 24, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""24-124"", ""matched_term"": ""palestine""}, {""page"": 24, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 4, ""page_range"": ""24-261"", ""matched_term"": ""inde""}, {""page"": 103, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 8, ""page_range"": ""103-327"", ""matched_term"": ""egypte""}, {""page"": 118, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 12, ""page_range"": ""118-333"", ""matched_term"": ""syrie""}, {""page"": 119, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 5, ""page_range"": ""26-212"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 160, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 51, ""page_range"": ""9-334"", ""matched_term"": ""italie""}, {""page"": 231, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""231-278"", ""matched_term"": ""chine""}, {""page"": 266, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 36, ""page_range"": ""24-315"", ""matched_term"": ""autriche""}]"
IE60661823,9918832330101488,"Journal d'un voyage à Temboctou et à Jenné, dans l'Afrique centrale, précédé d'observations faites chez les Maures Braknas, les Naouls et d'autres peuples ; pendant les années 1824, 1825, 1826, 1827, 1828",nan,1830,26,France,Italy,France → Italy,France → Italy,2,2,2,3,2,"[{""page"": 15, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""15-19"", ""matched_term"": ""france""}, {""page"": 15, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""15-17"", ""matched_term"": ""italie""}]"
IE53859875,9918852890101488,Mon voyage au Continent Noir,nan,1891,406,India,Italy,India → France → Spain → Greece → Syria → Algeria → Morocco → Malta → Portugal → China → Belgium → Germany → Austria → England → Palestine → Italy,France → Spain → Greece → Syria → Algeria → Morocco → Malta → Portugal → Palestine → Italy,16,10,62,237,0,"[{""page"": 2, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 9, ""page_range"": ""2-380"", ""matched_term"": ""inde""}, {""page"": 9, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 70, ""page_range"": ""9-402"", ""matched_term"": ""france""}, {""page"": 16, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""16-257"", ""matched_term"": ""espagne""}, {""page"": 16, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 7, ""page_range"": ""16-394"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 16, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""16-234"", ""matched_term"": ""syrie""}, {""page"": 16, ""place"": ""Algeria"", ""is_mediterranean"": true, ""total_mentions"": 15, ""page_range"": ""16-272"", ""matched_term"": ""alg\u00e9rie""}, {""page"": 16, ""place"": ""Morocco"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""16-193"", ""matched_term"": ""maroc""}, {""page"": 16, ""place"": ""Malta"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""16-270"", ""matched_term"": ""malte""}, {""page"": 17, ""place"": ""Portugal"", ""is_mediterranean"": true, ""total_mentions"": 5, ""page_range"": ""17-399"", ""matched_term"": ""portugal""}, {""page"": 64, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 8, ""page_range"": ""64-395"", ""matched_term"": ""chine""}, {""page"": 73, ""place"": ""Belgium"", ""is_mediterranean"": false, ""total_mentions"": 12, ""page_range"": ""49-399"", ""matched_term"": ""belgique""}, {""page"": 233, ""place"": ""Germany"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""22-312"", ""matched_term"": ""allemagne""}, {""page"": 236, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 34, ""page_range"": ""22-386"", ""matched_term"": ""autriche""}, {""page"": 240, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 24, ""page_range"": ""16-402"", ""matched_term"": ""angleterre""}, {""page"": 303, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 12, ""page_range"": ""16-380"", ""matched_term"": ""palestine""}, {""page"": 326, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 32, ""page_range"": ""11-392"", ""matched_term"": ""italie""}]"
IE53868157,9918853480101488,Choses d'Afrique,nan,1892,426,Italy,China,Italy → Greece → Tunisia → France → England → Germany → Algeria → Egypt → Malta → India → Palestine → Austria → Belgium → China,Italy → Greece → Tunisia → France → Algeria → Egypt → Malta → Palestine,14,8,50,74,4,"[{""page"": 13, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 33, ""page_range"": ""13-382"", ""matched_term"": ""italie""}, {""page"": 21, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 8, ""page_range"": ""21-413"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 30, ""place"": ""Tunisia"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""30-417"", ""matched_term"": ""tunisie""}, {""page"": 36, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 24, ""page_range"": ""8-420"", ""matched_term"": ""france""}, {""page"": 44, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""44-82"", ""matched_term"": ""angleterre""}, {""page"": 44, ""place"": ""Germany"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""44-273"", ""matched_term"": ""allemagne""}, {""page"": 45, ""place"": ""Algeria"", ""is_mediterranean"": true, ""total_mentions"": 16, ""page_range"": ""17-272"", ""matched_term"": ""alg\u00e9rie""}, {""page"": 56, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 14, ""page_range"": ""43-417"", ""matched_term"": ""egypte""}, {""page"": 60, ""place"": ""Malta"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""60-71"", ""matched_term"": ""malte""}, {""page"": 75, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 18, ""page_range"": ""2-346"", ""matched_term"": ""inde""}, {""page"": 207, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""207-241"", ""matched_term"": ""palestine""}, {""page"": 250, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 16, ""page_range"": ""17-414"", ""matched_term"": ""autriche""}, {""page"": 385, ""place"": ""Belgium"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""385-405"", ""matched_term"": ""belgique""}, {""page"": 391, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""74-393"", ""matched_term"": ""chine""}]"
IE53467817,9918879320101488,"Voyages dans les états barbaresques de Maroc, Alger, Tunis et Tripoly ; ou lettres d'un des captifs qui viennent d'être rachetés par Mm. les Chanoines réguliers de la Sainte-Tinité ; suivies d'une notice sur leurs rachat, et du catalogue de leurs nom.",nan,1785,206,Spain,France,Spain → Morocco → Algeria → Tunisia → India → Italy → Austria → France,Spain → Morocco → Algeria → Tunisia → Italy → France,8,6,29,95,1,"[{""page"": 19, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""19-58"", ""matched_term"": ""espagne""}, {""page"": 55, ""place"": ""Morocco"", ""is_mediterranean"": true, ""total_mentions"": 98, ""page_range"": ""3-196"", ""matched_term"": ""maroc""}, {""page"": 95, ""place"": ""Algeria"", ""is_mediterranean"": true, ""total_mentions"": 22, ""page_range"": ""3-197"", ""matched_term"": ""alg\u00e9rie""}, {""page"": 138, ""place"": ""Tunisia"", ""is_mediterranean"": true, ""total_mentions"": 17, ""page_range"": ""3-196"", ""matched_term"": ""tunisie""}, {""page"": 142, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""142-165"", ""matched_term"": ""inde""}, {""page"": 156, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 21, ""page_range"": ""5-176"", ""matched_term"": ""italie""}, {""page"": 184, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 13, ""page_range"": ""3-204"", ""matched_term"": ""autriche""}, {""page"": 191, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 19, ""page_range"": ""3-204"", ""matched_term"": ""france""}]"
IE48187439,9918970010101488,Trente-deux ans à travers l'Islam. (1832-1864.),nan,1884,524,Algeria,Syria,Algeria → Turkey → Palestine → Egypt → Austria → India → Greece → Spain → Italy → Morocco → France → Tunisia → Syria,Algeria → Turkey → Palestine → Egypt → Greece → Spain → Italy → Morocco → France → Tunisia → Syria,13,11,30,31,3,"[{""page"": 17, ""place"": ""Algeria"", ""is_mediterranean"": true, ""total_mentions"": 200, ""page_range"": ""9-518"", ""matched_term"": ""alg\u00e9rie""}, {""page"": 29, ""place"": ""Turkey"", ""is_mediterranean"": true, ""total_mentions"": 6, ""page_range"": ""29-379"", ""matched_term"": ""turquie""}, {""page"": 42, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 16, ""page_range"": ""26-502"", ""matched_term"": ""palestine""}, {""page"": 42, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 12, ""page_range"": ""42-506"", ""matched_term"": ""egypte""}, {""page"": 184, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 18, ""page_range"": ""112-402"", ""matched_term"": ""autriche""}, {""page"": 189, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""189-351"", ""matched_term"": ""inde""}, {""page"": 207, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 23, ""page_range"": ""20-517"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 235, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 11, ""page_range"": ""30-288"", ""matched_term"": ""espagne""}, {""page"": 236, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 48, ""page_range"": ""13-505"", ""matched_term"": ""italie""}, {""page"": 237, ""place"": ""Morocco"", ""is_mediterranean"": true, ""total_mentions"": 35, ""page_range"": ""12-517"", ""matched_term"": ""maroc""}, {""page"": 381, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 105, ""page_range"": ""9-518"", ""matched_term"": ""france""}, {""page"": 453, ""place"": ""Tunisia"", ""is_mediterranean"": true, ""total_mentions"": 14, ""page_range"": ""12-498"", ""matched_term"": ""tunisie""}, {""page"": 497, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 14, ""page_range"": ""34-510"", ""matched_term"": ""syrie""}]"
IE48189544,9918970010101488,Trente-deux ans à travers l'Islam. (1832-1864.),nan,1884,518,Tunisia,France,Tunisia → India → Egypt → Malta → Lebanon → Turkey → England → Austria → Syria → Greece → Italy → Palestine → Algeria → Spain → Morocco → France,Tunisia → Egypt → Malta → Lebanon → Turkey → Syria → Greece → Italy → Palestine → Algeria → Spain → Morocco → France,16,13,31,57,2,"[{""page"": 13, ""place"": ""Tunisia"", ""is_mediterranean"": true, ""total_mentions"": 17, ""page_range"": ""13-503"", ""matched_term"": ""tunisie""}, {""page"": 16, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""16-489"", ""matched_term"": ""inde""}, {""page"": 21, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 92, ""page_range"": ""13-508"", ""matched_term"": ""egypte""}, {""page"": 23, ""place"": ""Malta"", ""is_mediterranean"": true, ""total_mentions"": 9, ""page_range"": ""23-503"", ""matched_term"": ""malte""}, {""page"": 46, ""place"": ""Lebanon"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""46-77"", ""matched_term"": ""liban""}, {""page"": 84, ""place"": ""Turkey"", ""is_mediterranean"": true, ""total_mentions"": 12, ""page_range"": ""45-442"", ""matched_term"": ""turquie""}, {""page"": 85, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""85-492"", ""matched_term"": ""angleterre""}, {""page"": 102, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 23, ""page_range"": ""31-497"", ""matched_term"": ""autriche""}, {""page"": 135, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 22, ""page_range"": ""22-477"", ""matched_term"": ""syrie""}, {""page"": 191, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 19, ""page_range"": ""140-495"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 195, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 87, ""page_range"": ""15-507"", ""matched_term"": ""italie""}, {""page"": 217, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 18, ""page_range"": ""34-507"", ""matched_term"": ""palestine""}, {""page"": 226, ""place"": ""Algeria"", ""is_mediterranean"": true, ""total_mentions"": 179, ""page_range"": ""9-510"", ""matched_term"": ""alg\u00e9rie""}, {""page"": 335, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 6, ""page_range"": ""120-495"", ""matched_term"": ""espagne""}, {""page"": 397, ""place"": ""Morocco"", ""is_mediterranean"": true, ""total_mentions"": 112, ""page_range"": ""10-511"", ""matched_term"": ""maroc""}, {""page"": 435, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 147, ""page_range"": ""7-511"", ""matched_term"": ""france""}]"
